"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2020,DIV,"Loudoun County Public Schools","Native Hawaiian",<,<,<,<,<
2020,DIV,"Loudoun County Public Schools","Students with Disabilities",719,690,96,697,96.9
2020,DIV,"Loudoun County Public Schools",White,3279,3252,99.2,3263,99.5
2020,DIV,"Louisa County Public Schools","All Students",355,332,93.5,339,95.5
2020,DIV,"Louisa County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Louisa County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Louisa County Public Schools",Black,61,60,98.4,61,100
2020,DIV,"Louisa County Public Schools","Economically Disadvantaged",154,137,89,143,92.9
2020,DIV,"Louisa County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Female,182,171,94,175,96.2
2020,DIV,"Louisa County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Hispanic,19,17,89.5,17,89.5
2020,DIV,"Louisa County Public Schools",Male,173,161,93.1,164,94.8
2020,DIV,"Louisa County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Louisa County Public Schools","Multiple Races",27,25,92.6,26,96.3
2020,DIV,"Louisa County Public Schools","Students with Disabilities",73,66,90.4,66,90.4
2020,DIV,"Louisa County Public Schools",White,244,226,92.6,231,94.7
2020,DIV,"Lunenburg County Public Schools","All Students",106,97,91.5,99,93.4
2020,DIV,"Lunenburg County Public Schools",Black,30,27,90,27,90
2020,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",52,48,92.3,49,94.2
2020,DIV,"Lunenburg County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Lunenburg County Public Schools",Female,58,55,94.8,57,98.3
2020,DIV,"Lunenburg County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Lunenburg County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Lunenburg County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools",Male,48,42,87.5,42,87.5
2020,DIV,"Lunenburg County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Lunenburg County Public Schools","Multiple Races",10,10,100,10,100
2020,DIV,"Lunenburg County Public Schools","Students with Disabilities",13,12,92.3,12,92.3
2020,DIV,"Lunenburg County Public Schools",White,57,51,89.5,53,93
2020,DIV,"Lynchburg City Public Schools","All Students",597,512,85.8,531,88.9
2020,DIV,"Lynchburg City Public Schools","American Indian",<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Asian,15,15,100,15,100
2020,DIV,"Lynchburg City Public Schools",Black,298,249,83.6,258,86.6
2020,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",275,229,83.3,240,87.3
2020,DIV,"Lynchburg City Public Schools","English Learners",18,10,55.6,10,55.6
2020,DIV,"Lynchburg City Public Schools",Female,310,276,89,282,91
2020,DIV,"Lynchburg City Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Hispanic,37,28,75.7,28,75.7
2020,DIV,"Lynchburg City Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Male,287,236,82.2,249,86.8
2020,DIV,"Lynchburg City Public Schools","Military Connected",<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools","Multiple Races",42,35,83.3,36,85.7
2020,DIV,"Lynchburg City Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Lynchburg City Public Schools","Students with Disabilities",64,49,76.6,52,81.3
2020,DIV,"Lynchburg City Public Schools",White,198,179,90.4,188,94.9
2020,DIV,"Madison County Public Schools","All Students",115,112,97.4,112,97.4
2020,DIV,"Madison County Public Schools",Black,<,<,100,<,100
2020,DIV,"Madison County Public Schools","Economically Disadvantaged",43,40,93,40,93
2020,DIV,"Madison County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Madison County Public Schools",Female,57,55,96.5,55,96.5
2020,DIV,"Madison County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Madison County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Madison County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Madison County Public Schools",Male,58,57,98.3,57,98.3
2020,DIV,"Madison County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Madison County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Madison County Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2020,DIV,"Madison County Public Schools",White,96,93,96.9,93,96.9
2020,DIV,"Manassas City Public Schools","All Students",550,449,81.6,452,82.2
2020,DIV,"Manassas City Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Manassas City Public Schools",Asian,16,16,100,16,100
2020,DIV,"Manassas City Public Schools",Black,53,48,90.6,48,90.6
2020,DIV,"Manassas City Public Schools","Economically Disadvantaged",275,224,81.5,225,81.8
2020,DIV,"Manassas City Public Schools","English Learners",149,97,65.1,97,65.1
2020,DIV,"Manassas City Public Schools",Female,252,226,89.7,226,89.7
2020,DIV,"Manassas City Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Manassas City Public Schools",Hispanic,361,278,77,280,77.6
2020,DIV,"Manassas City Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Manassas City Public Schools",Male,298,223,74.8,226,75.8
2020,DIV,"Manassas City Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Manassas City Public Schools","Multiple Races",37,30,81.1,30,81.1
2020,DIV,"Manassas City Public Schools","Students with Disabilities",73,63,86.3,63,86.3
2020,DIV,"Manassas City Public Schools",White,80,74,92.5,75,93.8
2020,DIV,"Manassas Park City Public Schools","All Students",265,238,89.8,239,90.2
2020,DIV,"Manassas Park City Public Schools",Asian,22,22,100,22,100
2020,DIV,"Manassas Park City Public Schools",Black,17,17,100,17,100
2020,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",149,137,91.9,138,92.6
2020,DIV,"Manassas Park City Public Schools","English Learners",86,64,74.4,64,74.4
2020,DIV,"Manassas Park City Public Schools",Female,126,120,95.2,120,95.2
2020,DIV,"Manassas Park City Public Schools",Hispanic,170,144,84.7,145,85.3
2020,DIV,"Manassas Park City Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Manassas Park City Public Schools",Male,139,118,84.9,119,85.6
2020,DIV,"Manassas Park City Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Manassas Park City Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Manassas Park City Public Schools","Students with Disabilities",30,28,93.3,28,93.3
2020,DIV,"Manassas Park City Public Schools",White,51,50,98,50,98
2020,DIV,"Martinsville City Public Schools","All Students",147,139,94.6,140,95.2
2020,DIV,"Martinsville City Public Schools",Asian,<,<,100,<,100
2020,DIV,"Martinsville City Public Schools",Black,80,75,93.8,75,93.8
2020,DIV,"Martinsville City Public Schools","Economically Disadvantaged",90,84,93.3,85,94.4
2020,DIV,"Martinsville City Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Martinsville City Public Schools",Female,66,64,97,64,97
2020,DIV,"Martinsville City Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Martinsville City Public Schools",Hispanic,23,23,100,23,100
2020,DIV,"Martinsville City Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Martinsville City Public Schools",Male,81,75,92.6,76,93.8
2020,DIV,"Martinsville City Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Martinsville City Public Schools","Multiple Races",10,10,100,10,100
2020,DIV,"Martinsville City Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2020,DIV,"Martinsville City Public Schools",White,32,29,90.6,30,93.8
2020,DIV,"Mathews County Public Schools","All Students",67,59,88.1,61,91
2020,DIV,"Mathews County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Mathews County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Mathews County Public Schools",Black,<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Economically Disadvantaged",36,30,83.3,31,86.1
2020,DIV,"Mathews County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Female,33,33,100,33,100
2020,DIV,"Mathews County Public Schools",Hispanic,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Mathews County Public Schools",Male,34,26,76.5,28,82.4
2020,DIV,"Mathews County Public Schools","Military Connected",<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Multiple Races",<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Students with Disabilities",<,<,<,<,<
2020,DIV,"Mathews County Public Schools",White,49,44,89.8,46,93.9
2020,DIV,"Mecklenburg County Public Schools","All Students",330,303,91.8,304,92.1
2020,DIV,"Mecklenburg County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Mecklenburg County Public Schools",Black,127,112,88.2,112,88.2
2020,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",178,159,89.3,160,89.9
2020,DIV,"Mecklenburg County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Female,165,154,93.3,154,93.3
2020,DIV,"Mecklenburg County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Mecklenburg County Public Schools",Hispanic,20,19,95,19,95
2020,DIV,"Mecklenburg County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Male,165,149,90.3,150,90.9
2020,DIV,"Mecklenburg County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Mecklenburg County Public Schools","Multiple Races",11,8,72.7,8,72.7
2020,DIV,"Mecklenburg County Public Schools","Students with Disabilities",32,30,93.8,30,93.8
2020,DIV,"Mecklenburg County Public Schools",White,170,162,95.3,163,95.9
2020,DIV,"Middlesex County Public Schools","All Students",100,92,92,92,92
2020,DIV,"Middlesex County Public Schools",Black,13,12,92.3,12,92.3
2020,DIV,"Middlesex County Public Schools","Economically Disadvantaged",50,45,90,45,90
2020,DIV,"Middlesex County Public Schools",Female,49,44,89.8,44,89.8
2020,DIV,"Middlesex County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Middlesex County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Middlesex County Public Schools",Male,51,48,94.1,48,94.1
2020,DIV,"Middlesex County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Middlesex County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Middlesex County Public Schools","Students with Disabilities",11,11,100,11,100
2020,DIV,"Middlesex County Public Schools",White,79,72,91.1,72,91.1
2020,DIV,"Montgomery County Public Schools","All Students",783,745,95.1,746,95.3
2020,DIV,"Montgomery County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Montgomery County Public Schools",Asian,27,27,100,27,100
2020,DIV,"Montgomery County Public Schools",Black,34,30,88.2,30,88.2
2020,DIV,"Montgomery County Public Schools","Economically Disadvantaged",260,229,88.1,230,88.5
2020,DIV,"Montgomery County Public Schools","English Learners",13,12,92.3,12,92.3
2020,DIV,"Montgomery County Public Schools",Female,395,380,96.2,381,96.5
2020,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Montgomery County Public Schools",Hispanic,41,37,90.2,37,90.2
2020,DIV,"Montgomery County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Montgomery County Public Schools",Male,387,364,94.1,364,94.1
2020,DIV,"Montgomery County Public Schools","Military Connected",12,12,100,12,100
2020,DIV,"Montgomery County Public Schools","Multiple Races",36,34,94.4,34,94.4
2020,DIV,"Montgomery County Public Schools","Students with Disabilities",70,61,87.1,61,87.1
2020,DIV,"Montgomery County Public Schools",White,643,615,95.6,616,95.8
2020,DIV,"Nelson County Public Schools","All Students",158,146,92.4,148,93.7
2020,DIV,"Nelson County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Nelson County Public Schools",Black,17,16,94.1,17,100
2020,DIV,"Nelson County Public Schools","Economically Disadvantaged",80,70,87.5,72,90
2020,DIV,"Nelson County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Nelson County Public Schools",Female,79,76,96.2,78,98.7
2020,DIV,"Nelson County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Nelson County Public Schools",Hispanic,13,11,84.6,11,84.6
2020,DIV,"Nelson County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Nelson County Public Schools",Male,79,70,88.6,70,88.6
2020,DIV,"Nelson County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Nelson County Public Schools","Students with Disabilities",25,18,72,18,72
2020,DIV,"Nelson County Public Schools",White,119,110,92.4,111,93.3
2020,DIV,"New Kent County Public Schools","All Students",229,217,94.8,219,95.6
2020,DIV,"New Kent County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"New Kent County Public Schools",Asian,<,<,100,<,100
2020,DIV,"New Kent County Public Schools",Black,29,28,96.6,29,100
2020,DIV,"New Kent County Public Schools","Economically Disadvantaged",49,44,89.8,45,91.8
2020,DIV,"New Kent County Public Schools",Female,114,111,97.4,112,98.2
2020,DIV,"New Kent County Public Schools",Hispanic,<,<,<,<,<
2020,DIV,"New Kent County Public Schools",Male,115,106,92.2,107,93
2020,DIV,"New Kent County Public Schools","Military Connected",10,10,100,10,100
2020,DIV,"New Kent County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"New Kent County Public Schools","Students with Disabilities",24,23,95.8,24,100
2020,DIV,"New Kent County Public Schools",White,177,167,94.4,168,94.9
2020,DIV,"Newport News City Public Schools","All Students",1724,1632,94.7,1655,96
2020,DIV,"Newport News City Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Newport News City Public Schools",Asian,51,51,100,51,100
2020,DIV,"Newport News City Public Schools",Black,997,942,94.5,951,95.4
2020,DIV,"Newport News City Public Schools","Economically Disadvantaged",828,777,93.8,786,94.9
2020,DIV,"Newport News City Public Schools","English Learners",75,71,94.7,71,94.7
2020,DIV,"Newport News City Public Schools",Female,819,781,95.4,793,96.8
2020,DIV,"Newport News City Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Newport News City Public Schools",Hispanic,194,180,92.8,184,94.8
2020,DIV,"Newport News City Public Schools",Homeless,13,7,53.8,8,61.5
2020,DIV,"Newport News City Public Schools",Male,904,850,94,861,95.2
2020,DIV,"Newport News City Public Schools","Military Connected",142,137,96.5,139,97.9
2020,DIV,"Newport News City Public Schools","Multiple Races",73,67,91.8,70,95.9
2020,DIV,"Newport News City Public Schools","Native Hawaiian",12,12,100,12,100
2020,DIV,"Newport News City Public Schools","Students with Disabilities",219,202,92.2,203,92.7
2020,DIV,"Newport News City Public Schools",White,394,377,95.7,384,97.5
2020,DIV,"Norfolk City Public Schools","All Students",1807,1549,85.7,1586,87.8
2020,DIV,"Norfolk City Public Schools","American Indian",10,10,100,10,100
2020,DIV,"Norfolk City Public Schools",Asian,51,50,98,50,98
2020,DIV,"Norfolk City Public Schools",Black,1097,908,82.8,931,84.9
2020,DIV,"Norfolk City Public Schools","Economically Disadvantaged",996,857,86,872,87.6
2020,DIV,"Norfolk City Public Schools","English Learners",71,57,80.3,57,80.3
2020,DIV,"Norfolk City Public Schools",Female,906,805,88.9,816,90.1
2020,DIV,"Norfolk City Public Schools",Hispanic,147,121,82.3,125,85
2020,DIV,"Norfolk City Public Schools",Homeless,22,18,81.8,18,81.8
2020,DIV,"Norfolk City Public Schools",Male,901,744,82.6,770,85.5
2020,DIV,"Norfolk City Public Schools","Military Connected",199,192,96.5,193,97
2020,DIV,"Norfolk City Public Schools","Multiple Races",118,106,89.8,107,90.7
2020,DIV,"Norfolk City Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Norfolk City Public Schools","Students with Disabilities",129,110,85.3,115,89.1
2020,DIV,"Norfolk City Public Schools",White,381,351,92.1,360,94.5
2020,DIV,"Northampton County Public Schools","All Students",106,95,89.6,97,91.5
2020,DIV,"Northampton County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Northampton County Public Schools",Black,53,46,86.8,47,88.7
2020,DIV,"Northampton County Public Schools","Economically Disadvantaged",86,77,89.5,78,90.7
2020,DIV,"Northampton County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Northampton County Public Schools",Female,60,56,93.3,56,93.3
2020,DIV,"Northampton County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Northampton County Public Schools",Hispanic,24,24,100,24,100
2020,DIV,"Northampton County Public Schools",Homeless,13,12,92.3,12,92.3
2020,DIV,"Northampton County Public Schools",Male,46,39,84.8,41,89.1
2020,DIV,"Northampton County Public Schools","Multiple Races",<,<,<,<,<
2020,DIV,"Northampton County Public Schools","Students with Disabilities",13,7,53.8,9,69.2
2020,DIV,"Northampton County Public Schools",White,25,22,88,22,88
2020,DIV,"Northumberland County Public Schools","All Students",112,108,96.4,108,96.4
2020,DIV,"Northumberland County Public Schools",Black,40,39,97.5,39,97.5
2020,DIV,"Northumberland County Public Schools","Economically Disadvantaged",54,51,94.4,51,94.4
2020,DIV,"Northumberland County Public Schools",Female,58,55,94.8,55,94.8
2020,DIV,"Northumberland County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Northumberland County Public Schools",Male,54,53,98.1,53,98.1
2020,DIV,"Northumberland County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Northumberland County Public Schools","Students with Disabilities",17,17,100,17,100
2020,DIV,"Northumberland County Public Schools",White,63,60,95.2,60,95.2
