"Chronic Absenteeism"
3/17/2022

Year,Level,Division,Subgroup,"Count Below 10","Count Above 10","Percent Below 10","Percent above 10"
"2020 - 2021",DIV,"Norfolk City Public Schools","Multiple Races",1519,238,86.5,13.5
"2020 - 2021",DIV,"Norfolk City Public Schools","Native Hawaiian",74,5,,
"2020 - 2021",DIV,"Norfolk City Public Schools","Students with Disabilities",3096,733,80.9,19.1
"2020 - 2021",DIV,"Norfolk City Public Schools",White,4960,439,91.9,8.1
"2020 - 2021",DIV,"Northampton County Public Schools","All Students",1157,183,86.3,13.7
"2020 - 2021",DIV,"Northampton County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Northampton County Public Schools",Asian,12,0,100,0
"2020 - 2021",DIV,"Northampton County Public Schools",Black,477,99,82.8,17.2
"2020 - 2021",DIV,"Northampton County Public Schools","Economically Disadvantaged",937,170,84.6,15.4
"2020 - 2021",DIV,"Northampton County Public Schools","English Learners",172,18,90.5,9.5
"2020 - 2021",DIV,"Northampton County Public Schools",Female,531,85,86.2,13.8
"2020 - 2021",DIV,"Northampton County Public Schools",Hispanic,259,39,86.9,13.1
"2020 - 2021",DIV,"Northampton County Public Schools",Homeless,90,24,,
"2020 - 2021",DIV,"Northampton County Public Schools",Male,626,98,86.5,13.5
"2020 - 2021",DIV,"Northampton County Public Schools","Multiple Races",42,10,80.8,19.2
"2020 - 2021",DIV,"Northampton County Public Schools","Students with Disabilities",175,36,82.9,17.1
"2020 - 2021",DIV,"Northampton County Public Schools",White,364,35,91.2,8.8
"2020 - 2021",DIV,"Northumberland County Public Schools","All Students",847,339,71.4,28.6
"2020 - 2021",DIV,"Northumberland County Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Northumberland County Public Schools",Black,275,192,58.9,41.1
"2020 - 2021",DIV,"Northumberland County Public Schools","Economically Disadvantaged",386,265,59.3,40.7
"2020 - 2021",DIV,"Northumberland County Public Schools","English Learners",24,13,64.9,35.1
"2020 - 2021",DIV,"Northumberland County Public Schools",Female,389,153,71.8,28.2
"2020 - 2021",DIV,"Northumberland County Public Schools",Hispanic,59,26,69.4,30.6
"2020 - 2021",DIV,"Northumberland County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Northumberland County Public Schools",Male,458,186,71.1,28.9
"2020 - 2021",DIV,"Northumberland County Public Schools","Multiple Races",33,20,62.3,37.7
"2020 - 2021",DIV,"Northumberland County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Northumberland County Public Schools","Students with Disabilities",104,70,59.8,40.2
"2020 - 2021",DIV,"Northumberland County Public Schools",White,473,101,82.4,17.6
"2020 - 2021",DIV,"Norton City Public Schools","All Students",737,76,90.7,9.3
"2020 - 2021",DIV,"Norton City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Norton City Public Schools",Asian,<,<,100,0
"2020 - 2021",DIV,"Norton City Public Schools",Black,41,1,97.6,2.4
"2020 - 2021",DIV,"Norton City Public Schools","Economically Disadvantaged",402,52,88.5,11.5
"2020 - 2021",DIV,"Norton City Public Schools","English Learners",<,<,100,0
"2020 - 2021",DIV,"Norton City Public Schools",Female,369,46,88.9,11.1
"2020 - 2021",DIV,"Norton City Public Schools",Hispanic,11,3,78.6,21.4
"2020 - 2021",DIV,"Norton City Public Schools",Homeless,12,4,,
"2020 - 2021",DIV,"Norton City Public Schools",Male,368,30,92.5,7.5
"2020 - 2021",DIV,"Norton City Public Schools","Multiple Races",48,6,88.9,11.1
"2020 - 2021",DIV,"Norton City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Norton City Public Schools","Students with Disabilities",118,10,92.2,7.8
"2020 - 2021",DIV,"Norton City Public Schools",White,633,66,90.6,9.4
"2020 - 2021",DIV,"Nottoway County Public Schools","All Students",1269,506,71.5,28.5
"2020 - 2021",DIV,"Nottoway County Public Schools","American Indian",7,6,,
"2020 - 2021",DIV,"Nottoway County Public Schools",Asian,7,3,70,30
"2020 - 2021",DIV,"Nottoway County Public Schools",Black,508,257,66.4,33.6
"2020 - 2021",DIV,"Nottoway County Public Schools","Economically Disadvantaged",698,406,63.2,36.8
"2020 - 2021",DIV,"Nottoway County Public Schools","English Learners",76,26,74.5,25.5
"2020 - 2021",DIV,"Nottoway County Public Schools",Female,648,228,74,26
"2020 - 2021",DIV,"Nottoway County Public Schools",Hispanic,123,41,75,25
"2020 - 2021",DIV,"Nottoway County Public Schools",Homeless,10,10,,
"2020 - 2021",DIV,"Nottoway County Public Schools",Male,621,278,69.1,30.9
"2020 - 2021",DIV,"Nottoway County Public Schools","Multiple Races",69,32,68.3,31.7
"2020 - 2021",DIV,"Nottoway County Public Schools","Students with Disabilities",149,80,65.1,34.9
"2020 - 2021",DIV,"Nottoway County Public Schools",White,555,167,76.9,23.1
"2020 - 2021",DIV,"Orange County Public Schools","All Students",3412,1289,72.6,27.4
"2020 - 2021",DIV,"Orange County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Orange County Public Schools",Asian,40,9,81.6,18.4
"2020 - 2021",DIV,"Orange County Public Schools",Black,454,142,76.2,23.8
"2020 - 2021",DIV,"Orange County Public Schools","Economically Disadvantaged",1533,850,64.3,35.7
"2020 - 2021",DIV,"Orange County Public Schools","English Learners",196,67,74.5,25.5
"2020 - 2021",DIV,"Orange County Public Schools",Female,1755,616,74,26
"2020 - 2021",DIV,"Orange County Public Schools",Hispanic,384,146,72.5,27.5
"2020 - 2021",DIV,"Orange County Public Schools",Homeless,12,26,,
"2020 - 2021",DIV,"Orange County Public Schools",Male,1657,673,71.1,28.9
"2020 - 2021",DIV,"Orange County Public Schools","Multiple Races",278,157,63.9,36.1
"2020 - 2021",DIV,"Orange County Public Schools","Native Hawaiian",6,11,,
"2020 - 2021",DIV,"Orange County Public Schools","Students with Disabilities",419,212,66.4,33.6
"2020 - 2021",DIV,"Orange County Public Schools",White,2246,819,73.3,26.7
"2020 - 2021",DIV,"Page County Public Schools","All Students",2968,158,94.9,5.1
"2020 - 2021",DIV,"Page County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Page County Public Schools",Asian,12,0,100,0
"2020 - 2021",DIV,"Page County Public Schools",Black,58,2,96.7,3.3
"2020 - 2021",DIV,"Page County Public Schools","Economically Disadvantaged",1624,117,93.3,6.7
"2020 - 2021",DIV,"Page County Public Schools","English Learners",38,6,86.4,13.6
"2020 - 2021",DIV,"Page County Public Schools",Female,1449,76,95,5
"2020 - 2021",DIV,"Page County Public Schools",Hispanic,106,9,92.2,7.8
"2020 - 2021",DIV,"Page County Public Schools",Homeless,45,8,,
"2020 - 2021",DIV,"Page County Public Schools",Male,1519,82,94.9,5.1
"2020 - 2021",DIV,"Page County Public Schools","Multiple Races",79,8,90.8,9.2
"2020 - 2021",DIV,"Page County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Page County Public Schools","Students with Disabilities",364,37,90.8,9.2
"2020 - 2021",DIV,"Page County Public Schools",White,2708,139,95.1,4.9
"2020 - 2021",DIV,"Patrick County Public Schools","All Students",2281,125,94.8,5.2
"2020 - 2021",DIV,"Patrick County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Patrick County Public Schools",Asian,18,2,90,10
"2020 - 2021",DIV,"Patrick County Public Schools",Black,140,12,92.1,7.9
"2020 - 2021",DIV,"Patrick County Public Schools","Economically Disadvantaged",1062,114,90.3,9.7
"2020 - 2021",DIV,"Patrick County Public Schools","English Learners",62,7,89.9,10.1
"2020 - 2021",DIV,"Patrick County Public Schools",Female,1103,59,94.9,5.1
"2020 - 2021",DIV,"Patrick County Public Schools",Hispanic,192,8,96,4
"2020 - 2021",DIV,"Patrick County Public Schools",Homeless,32,4,,
"2020 - 2021",DIV,"Patrick County Public Schools",Male,1178,66,94.7,5.3
"2020 - 2021",DIV,"Patrick County Public Schools","Multiple Races",123,10,92.5,7.5
"2020 - 2021",DIV,"Patrick County Public Schools","Students with Disabilities",343,43,88.9,11.1
"2020 - 2021",DIV,"Patrick County Public Schools",White,1806,92,95.2,4.8
"2020 - 2021",DIV,"Petersburg City Public Schools","All Students",2569,1246,67.3,32.7
"2020 - 2021",DIV,"Petersburg City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Petersburg City Public Schools",Asian,17,2,89.5,10.5
"2020 - 2021",DIV,"Petersburg City Public Schools",Black,2243,1146,66.2,33.8
"2020 - 2021",DIV,"Petersburg City Public Schools","Economically Disadvantaged",2098,1159,64.4,35.6
"2020 - 2021",DIV,"Petersburg City Public Schools","English Learners",151,33,82.1,17.9
"2020 - 2021",DIV,"Petersburg City Public Schools",Female,1289,586,68.7,31.3
"2020 - 2021",DIV,"Petersburg City Public Schools",Hispanic,201,56,78.2,21.8
"2020 - 2021",DIV,"Petersburg City Public Schools",Homeless,203,145,,
"2020 - 2021",DIV,"Petersburg City Public Schools",Male,1280,660,66,34
"2020 - 2021",DIV,"Petersburg City Public Schools","Multiple Races",24,9,72.7,27.3
"2020 - 2021",DIV,"Petersburg City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Petersburg City Public Schools","Students with Disabilities",269,144,65.1,34.9
"2020 - 2021",DIV,"Petersburg City Public Schools",White,76,29,72.4,27.6
"2020 - 2021",DIV,"Pittsylvania County Public Schools","All Students",7343,565,92.9,7.1
"2020 - 2021",DIV,"Pittsylvania County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Asian,41,2,95.3,4.7
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Black,1702,147,92,8
"2020 - 2021",DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",4152,407,91.1,8.9
"2020 - 2021",DIV,"Pittsylvania County Public Schools","English Learners",249,27,90.2,9.8
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Female,3665,273,93.1,6.9
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Hispanic,367,34,91.5,8.5
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Pittsylvania County Public Schools",Male,3678,292,92.6,7.4
"2020 - 2021",DIV,"Pittsylvania County Public Schools","Multiple Races",213,12,94.7,5.3
"2020 - 2021",DIV,"Pittsylvania County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Pittsylvania County Public Schools","Students with Disabilities",873,113,88.5,11.5
"2020 - 2021",DIV,"Pittsylvania County Public Schools",White,5011,370,93.1,6.9
"2020 - 2021",DIV,"Poquoson City Public Schools","All Students",1950,108,94.8,5.2
"2020 - 2021",DIV,"Poquoson City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Poquoson City Public Schools",Asian,27,0,100,0
"2020 - 2021",DIV,"Poquoson City Public Schools",Black,21,8,72.4,27.6
"2020 - 2021",DIV,"Poquoson City Public Schools","Economically Disadvantaged",372,60,86.1,13.9
"2020 - 2021",DIV,"Poquoson City Public Schools","English Learners",10,0,100,0
"2020 - 2021",DIV,"Poquoson City Public Schools",Female,973,37,96.3,3.7
"2020 - 2021",DIV,"Poquoson City Public Schools",Hispanic,84,4,95.5,4.5
"2020 - 2021",DIV,"Poquoson City Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Poquoson City Public Schools",Male,977,71,93.2,6.8
"2020 - 2021",DIV,"Poquoson City Public Schools","Multiple Races",66,4,94.3,5.7
"2020 - 2021",DIV,"Poquoson City Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Poquoson City Public Schools","Students with Disabilities",185,22,89.4,10.6
"2020 - 2021",DIV,"Poquoson City Public Schools",White,1739,91,95,5
"2020 - 2021",DIV,"Portsmouth City Public Schools","All Students",9117,3660,71.4,28.6
"2020 - 2021",DIV,"Portsmouth City Public Schools","American Indian",38,7,,
"2020 - 2021",DIV,"Portsmouth City Public Schools",Asian,83,9,90.2,9.8
"2020 - 2021",DIV,"Portsmouth City Public Schools",Black,6429,2863,69.2,30.8
"2020 - 2021",DIV,"Portsmouth City Public Schools","Economically Disadvantaged",5315,3048,63.6,36.4
"2020 - 2021",DIV,"Portsmouth City Public Schools","English Learners",103,54,65.6,34.4
"2020 - 2021",DIV,"Portsmouth City Public Schools",Female,4618,1695,73.2,26.8
"2020 - 2021",DIV,"Portsmouth City Public Schools",Hispanic,398,155,72,28
"2020 - 2021",DIV,"Portsmouth City Public Schools",Homeless,70,100,,
"2020 - 2021",DIV,"Portsmouth City Public Schools",Male,4499,1965,69.6,30.4
"2020 - 2021",DIV,"Portsmouth City Public Schools","Multiple Races",386,166,69.9,30.1
"2020 - 2021",DIV,"Portsmouth City Public Schools","Native Hawaiian",34,10,,
"2020 - 2021",DIV,"Portsmouth City Public Schools","Students with Disabilities",1068,537,66.5,33.5
"2020 - 2021",DIV,"Portsmouth City Public Schools",White,1749,450,79.5,20.5
"2020 - 2021",DIV,"Powhatan County Public Schools","All Students",3869,251,93.9,6.1
"2020 - 2021",DIV,"Powhatan County Public Schools","American Indian",8,2,,
"2020 - 2021",DIV,"Powhatan County Public Schools",Asian,19,0,100,0
"2020 - 2021",DIV,"Powhatan County Public Schools",Black,178,21,89.4,10.6
"2020 - 2021",DIV,"Powhatan County Public Schools","Economically Disadvantaged",911,154,85.5,14.5
"2020 - 2021",DIV,"Powhatan County Public Schools","English Learners",32,4,88.9,11.1
"2020 - 2021",DIV,"Powhatan County Public Schools",Female,1810,110,94.3,5.7
"2020 - 2021",DIV,"Powhatan County Public Schools",Hispanic,161,20,89,11
"2020 - 2021",DIV,"Powhatan County Public Schools",Homeless,12,7,,
"2020 - 2021",DIV,"Powhatan County Public Schools",Male,2059,141,93.6,6.4
"2020 - 2021",DIV,"Powhatan County Public Schools","Multiple Races",158,15,91.3,8.7
"2020 - 2021",DIV,"Powhatan County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Powhatan County Public Schools","Students with Disabilities",480,64,88.2,11.8
"2020 - 2021",DIV,"Powhatan County Public Schools",White,3341,191,94.6,5.4
"2020 - 2021",DIV,"Prince Edward County Public Schools","All Students",1171,668,63.7,36.3
"2020 - 2021",DIV,"Prince Edward County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Prince Edward County Public Schools",Asian,25,2,92.6,7.4
"2020 - 2021",DIV,"Prince Edward County Public Schools",Black,620,393,61.2,38.8
"2020 - 2021",DIV,"Prince Edward County Public Schools","Economically Disadvantaged",658,446,59.6,40.4
"2020 - 2021",DIV,"Prince Edward County Public Schools","English Learners",45,15,75,25
"2020 - 2021",DIV,"Prince Edward County Public Schools",Female,578,307,65.3,34.7
"2020 - 2021",DIV,"Prince Edward County Public Schools",Hispanic,51,30,63,37
"2020 - 2021",DIV,"Prince Edward County Public Schools",Homeless,<,<,,
"2020 - 2021",DIV,"Prince Edward County Public Schools",Male,593,361,62.2,37.8
"2020 - 2021",DIV,"Prince Edward County Public Schools","Multiple Races",42,25,62.7,37.3
"2020 - 2021",DIV,"Prince Edward County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Prince Edward County Public Schools","Students with Disabilities",138,90,60.5,39.5
"2020 - 2021",DIV,"Prince Edward County Public Schools",White,428,216,66.5,33.5
"2020 - 2021",DIV,"Prince George County Public Schools","All Students",5121,821,86.2,13.8
"2020 - 2021",DIV,"Prince George County Public Schools","American Indian",14,2,,
"2020 - 2021",DIV,"Prince George County Public Schools",Asian,58,4,93.5,6.5
"2020 - 2021",DIV,"Prince George County Public Schools",Black,1546,284,84.5,15.5
"2020 - 2021",DIV,"Prince George County Public Schools","Economically Disadvantaged",2403,595,80.2,19.8
"2020 - 2021",DIV,"Prince George County Public Schools","English Learners",81,31,72.3,27.7
"2020 - 2021",DIV,"Prince George County Public Schools",Female,2583,380,87.2,12.8
"2020 - 2021",DIV,"Prince George County Public Schools",Hispanic,718,112,86.5,13.5
"2020 - 2021",DIV,"Prince George County Public Schools",Homeless,18,17,,
"2020 - 2021",DIV,"Prince George County Public Schools",Male,2538,441,85.2,14.8
"2020 - 2021",DIV,"Prince George County Public Schools","Multiple Races",347,53,86.8,13.2
"2020 - 2021",DIV,"Prince George County Public Schools","Native Hawaiian",36,7,,
"2020 - 2021",DIV,"Prince George County Public Schools","Students with Disabilities",655,164,80,20
"2020 - 2021",DIV,"Prince George County Public Schools",White,2402,359,87,13
"2020 - 2021",DIV,"Prince William County Public Schools","All Students",83688,4023,95.4,4.6
"2020 - 2021",DIV,"Prince William County Public Schools","American Indian",155,9,,
"2020 - 2021",DIV,"Prince William County Public Schools",Asian,8437,218,97.5,2.5
"2020 - 2021",DIV,"Prince William County Public Schools",Black,16852,967,94.6,5.4
"2020 - 2021",DIV,"Prince William County Public Schools","Economically Disadvantaged",33899,2717,92.6,7.4
"2020 - 2021",DIV,"Prince William County Public Schools","English Learners",21775,1501,93.6,6.4
"2020 - 2021",DIV,"Prince William County Public Schools",Female,41029,1761,95.9,4.1
"2020 - 2021",DIV,"Prince William County Public Schools",Hispanic,29241,2037,93.5,6.5
"2020 - 2021",DIV,"Prince William County Public Schools",Homeless,257,119,,
"2020 - 2021",DIV,"Prince William County Public Schools",Male,42642,2262,95,5
"2020 - 2021",DIV,"Prince William County Public Schools","Multiple Races",4919,227,95.6,4.4
"2020 - 2021",DIV,"Prince William County Public Schools","Native Hawaiian",176,10,,
"2020 - 2021",DIV,"Prince William County Public Schools","Students with Disabilities",9979,911,91.6,8.4
"2020 - 2021",DIV,"Prince William County Public Schools",White,23908,555,97.7,2.3
"2020 - 2021",DIV,"Pulaski County Public Schools","All Students",2900,971,74.9,25.1
"2020 - 2021",DIV,"Pulaski County Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Pulaski County Public Schools",Asian,25,4,86.2,13.8
"2020 - 2021",DIV,"Pulaski County Public Schools",Black,121,75,61.7,38.3
"2020 - 2021",DIV,"Pulaski County Public Schools","Economically Disadvantaged",1093,576,65.5,34.5
"2020 - 2021",DIV,"Pulaski County Public Schools","English Learners",54,21,72,28
"2020 - 2021",DIV,"Pulaski County Public Schools",Female,1462,438,76.9,23.1
"2020 - 2021",DIV,"Pulaski County Public Schools",Hispanic,107,43,71.3,28.7
"2020 - 2021",DIV,"Pulaski County Public Schools",Homeless,16,21,,
"2020 - 2021",DIV,"Pulaski County Public Schools",Male,1438,532,73,27
"2020 - 2021",DIV,"Pulaski County Public Schools","Multiple Races",190,99,65.7,34.3
"2020 - 2021",DIV,"Pulaski County Public Schools","Native Hawaiian",<,<,,
"2020 - 2021",DIV,"Pulaski County Public Schools","Students with Disabilities",381,193,66.4,33.6
"2020 - 2021",DIV,"Pulaski County Public Schools",White,2453,747,76.7,23.3
"2020 - 2021",DIV,"Radford City Public Schools","All Students",2152,134,94.1,5.9
"2020 - 2021",DIV,"Radford City Public Schools","American Indian",<,<,,
"2020 - 2021",DIV,"Radford City Public Schools",Asian,42,3,93.3,6.7
"2020 - 2021",DIV,"Radford City Public Schools",Black,296,32,90.2,9.8
"2020 - 2021",DIV,"Radford City Public Schools","Economically Disadvantaged",908,116,88.7,11.3
